epoch;loss;lr;mean_squared_error;val_loss;val_mean_squared_error
22;0.015158286319816845;0.00025;0.0009473928934567722;0.016124535150205097;0.0010077834556189676
23;0.01521823540934476;0.00025;0.0009511397210493062;0.016366801022862396;0.0010229251037041345
24;0.015190139414513843;0.00025;0.0009493837113136818;0.016547219144801298;0.0010342011829682937
25;0.015379910626072893;0.00025;0.0009612444203077374;0.01600561672821641;0.0010003510445433979
26;0.015069358364531868;6.25e-05;0.0009418349056974413;0.01594958108228942;0.0009968488234638547
27;0.015008488888933993;6.25e-05;0.0009380305537202379;0.016078199663509925;0.00100488749158103
28;0.015026756063544828;6.25e-05;0.0009391722560139258;0.016241559851914646;0.0010150974888044099
29;0.015039015536425275;6.25e-05;0.0009399384762601633;0.015738219395279883;0.000983638705414099
30;0.015103146716494832;6.25e-05;0.0009439466749889809;0.015852465170125167;0.0009907790828340998
31;0.01514637223608269;6.25e-05;0.0009466482749670384;0.016004789574071764;0.0010002993183055272
32;0.014995805890577142;6.25e-05;0.000937237873471244;0.015862206292028228;0.0009913879029530412
33;0.015011995967085424;1.5625e-05;0.0009382497496277976;0.01575440528492133;0.0009846503370984768
34;0.014918644986883329;1.5625e-05;0.0009324153126503358;0.015883819075922172;0.000992738688364625
35;0.015078072155940167;1.5625e-05;0.0009423795107163882;0.015798321506008507;0.0009873951077073193
36;0.01508677594175791;1.5625e-05;0.0009429234973555267;0.015834303634862105;0.0009896440218047549
37;0.014836610457451459;1.5625e-05;0.0009272881543310767;0.015755864434565107;0.0009847415349213406
38;0.01488936562254502;1.5625e-05;0.0009305853597317382;0.01559541025198996;0.0009747131426896279
39;0.015093535472834973;1.5625e-05;0.0009433459672053638;0.01571573968976736;0.0009822337296403324
40;0.01503233013249803;1.5625e-05;0.0009395206321578211;0.015704236505553127;0.0009815147990593688
41;0.014990176820081838;1.5625e-05;0.000936886058811899;0.015729549154639245;0.0009830967891806116
42;0.014961776274599527;1.5625e-05;0.0009351110248724325;0.015766635723412036;0.000985414749205423
43;0.015041642720206526;3.90625e-06;0.0009401026678684151;0.01584001771795253;0.0009900010908798626
44;0.01515389833305227;3.90625e-06;0.0009471186458668263;0.015790886897593736;0.0009869304272190978
45;0.014936225253500437;3.90625e-06;0.0009335140785480146;0.015792094636708498;0.0009870059312864518
46;0.01509425443221341;3.90625e-06;0.0009433909065065611;0.015739137632772328;0.0009836961020482705
47;0.015009600703457469;3.90625e-06;0.0009381000471317716;0.01578590888530016;0.000986619283988451
48;0.01493481830326154;9.765625e-07;0.0009334261482428319;0.015785300514350335;0.000986581269535236
49;0.014952092148004132;9.765625e-07;0.0009345057647646682;0.015805305788914363;0.0009878315749422958
50;0.015021521654470186;9.765625e-07;0.0009388451044766331;0.015816878372182448;0.000988554892440637
51;0.014946834820633133;9.765625e-07;0.0009341771768001644;0.015799740065510073;0.000987483756034635
52;0.01498417633242513;9.765625e-07;0.0009365110224104699;0.015798412170261143;0.0009874007771334921
53;0.014751579409890008;2.4414064e-07;0.0009219737186580651;0.01580564146861434;0.000987852595668907
54;0.014691323063973534;2.4414064e-07;0.0009182076951746191;0.015797966020181776;0.0009873728801418717
55;0.014916969315769772;2.4414064e-07;0.0009323105837673913;0.015797939555098613;0.0009873712280144295
56;0.014965585159268557;2.4414064e-07;0.0009353490699523766;0.01580244010935227;0.0009876525165357938
57;0.01502630766889636;2.4414064e-07;0.0009391442361479756;0.015800310329844556;0.0009875194218087321
58;0.014859746486406054;2.4414064e-07;0.0009287341626508063;0.015805297438055275;0.0009878310782369226
59;0.015276104110505498;2.4414064e-07;0.0009547565053492833;0.01580687185438971;0.0009879294967201227
60;0.01498252253227851;6.103516e-08;0.0009364076624542736;0.01580585214930276;0.0009878657632119332
61;0.014940824368641826;6.103516e-08;0.0009338015341199934;0.01580372143847247;0.0009877325831136356
62;0.015025732292091115;6.103516e-08;0.000939108272953155;0.015800784373035035;0.0009875490359263495
63;0.014900418024575502;6.103516e-08;0.0009312761222469832;0.015799205036213;0.0009874503137931848
64;0.014901235299348309;6.103516e-08;0.000931327209374949;0.015796626918017864;0.000987289162973563
65;0.015055531737590699;1.525879e-08;0.0009409707385777055;0.015795924933627248;0.0009872453199932351
66;0.014943470391689946;1.525879e-08;0.000933966907956474;0.015795474142457046;0.0009872171465152254
67;0.015127607167028545;1.525879e-08;0.0009454754477350466;0.01579470046175023;0.0009871687652776018
68;0.014724676391894096;1.525879e-08;0.0009202922787823665;0.015794544372086723;0.0009871590048229943
69;0.015050328328486597;1.525879e-08;0.0009406455175689699;0.015794517782827217;0.0009871573633669565
70;0.015031033686541935;1e-08;0.000939439610055272;0.015794091237088043;0.0009871307129894072
71;0.015135306628061491;1e-08;0.0009459566716063898;0.015793973595524827;0.0009871233419592802
72;0.014932092682768901;1e-08;0.0009332557924688189;0.015794183515633147;0.0009871364435336241
73;0.0148942924541699;1e-08;0.0009308932866572337;0.01579425185918808;0.0009871407528407872
74;0.014912884261687858;1e-08;0.0009320552684489245;0.015794328475991885;0.0009871455103469392
75;0.014832955104576653;1e-08;0.000927059691891548;0.015794571473573646;0.0009871607044866929
76;0.01477582295866389;1e-08;0.0009234889336400094;0.015794878732413052;0.0009871799459991355
77;0.0149046952844385;1e-08;0.0009315434560943558;0.015795395880316695;0.0009872122483405596
78;0.014823825712103332;1e-08;0.0009264891090998916;0.015795144780228535;0.0009871965342123682
79;0.015002595942075316;1e-08;0.0009376622514856423;0.015794856799766423;0.0009871785490152736
80;0.015034751544232693;1e-08;0.0009396719822370071;0.0157944461175551;0.0009871528823471938
81;0.0149201322845265;1e-08;0.0009325082647193452;0.01579436721901099;0.000987147920144101
82;0.014780453905839016;1e-08;0.0009237783677618657;0.015794425985465446;0.0009871516367032504
83;0.014816066294320319;1e-08;0.0009260041484498958;0.015794397859523693;0.0009871498759215077
84;0.014971954228454515;1e-08;0.0009357471403251238;0.015794799523428084;0.0009871749934973195
85;0.014808749487590894;1e-08;0.0009255468438424399;0.015794596044967572;0.000987162256690984
86;0.01493884668228004;1e-08;0.0009336779149874163;0.015794354009752473;0.0009871471440419555
87;0.014953141796745752;1e-08;0.0009345713626029656;0.01579419570043683;0.0009871372118747483
88;0.014869220307701382;1e-08;0.0009293262625425613;0.01579457608362039;0.0009871610168678065
89;0.014979868766998774;1e-08;0.0009362418003372129;0.015794494717071453;0.000987155925637732
90;0.014790128864217223;1e-08;0.0009243830587620961;0.015794422337785365;0.0009871513582766056
91;0.015013192821163358;1e-08;0.0009383245537735587;0.015794709526623287;0.0009871693725775307
92;0.01496469454039215;1e-08;0.0009352934121444266;0.0157947963103652;0.0009871747577562928
93;0.014852206155723123;1e-08;0.000928262876410021;0.015794660756364466;0.0009871663234662265
94;0.014834891900975715;1e-08;0.0009271807480489084;0.015794686243558922;0.000987167892162688
95;0.015034039995812794;1e-08;0.000939627503567751;0.015794903490071496;0.0009871814991735542
96;0.014994051248210957;1e-08;0.0009371282047236731;0.015795008450125655;0.000987188010670555
97;0.014924023899233394;1e-08;0.0009327514907406447;0.01579498900100589;0.0009871868377861878
98;0.015105570713875064;1e-08;0.000944098170842616;0.01579440347850323;0.0009871502038246642
99;0.014896063258250554;1e-08;0.0009310039533853629;0.01579476590268314;0.0009871728407839933
100;0.014991447542745031;1e-08;0.0009369654799995356;0.01579447011463344;0.0009871543811944623
101;0.014908688658799388;1e-08;0.0009317930503401154;0.01579428861538569;0.0009871430384616056
102;0.014834009400127749;1e-08;0.0009271255934308691;0.015794343749682107;0.0009871464921161533
103;0.01503115294525694;1e-08;0.0009394470610954031;0.015794099013631543;0.0009871311873818438
104;0.01498208759074802;1e-08;0.0009363804821827727;0.01579394129415353;0.0009871213037210206
105;0.01486051246654569;1e-08;0.0009287820308440642;0.015794537728652358;0.0009871586264731983
106;0.01487619047739396;1e-08;0.0009297619098919983;0.015794805344194175;0.0009871753311017529
107;0.01485427281851962;1e-08;0.0009283920509277091;0.015795082443704207;0.00098719263720947
108;0.014755447629610436;1e-08;0.0009222154749614562;0.015795223306243618;0.000987201435297417
109;0.014963200087087196;1e-08;0.0009352000068215523;0.015795187962551912;0.000987199245719239
110;0.015105626000941062;1e-08;0.0009441016287861489;0.015794812344635527;0.0009871757579579328
111;0.014914139101216407;1e-08;0.0009321336930601351;0.01579489984239141;0.0009871812372390801
112;0.014872758447911525;1e-08;0.0009295474015648085;0.015794428608690698;0.0009871518006548286
113;0.014861898963225253;1e-08;0.0009288686921967096;0.015794223888466755;0.0009871389765370017
114;0.014888505997512033;1e-08;0.0009305316285207753;0.0157938109866033;0.000987113187632834
115;0.014821471240404144;1e-08;0.0009263419599288649;0.015793721734856565;0.0009871075696234282
116;0.01486420428723489;1e-08;0.0009290127658587472;0.015793267202874026;0.0009870791875679667
117;0.015057967216789462;1e-08;0.0009411229530917154;0.015793687167267003;0.0009871054450438048
118;0.01490783153894243;1e-08;0.0009317394771833757;0.01579322381876409;0.0009870764838221173
119;0.014848930441790767;1e-08;0.0009280581596070541;0.01579309256436924;0.000987068277512056
120;0.01491330198600496;1e-08;0.0009320813810693819;0.015792959726726015;0.0009870599887411421
121;0.014767341160525879;1e-08;0.0009229588229924015;0.01579301869496703;0.0009870636674653118
122;0.014855017586562195;1e-08;0.0009284386041128942;0.01579278246499598;0.0009870489176440364
123;0.014890134666245758;1e-08;0.0009306334268777599;0.01579268891364336;0.0009870430483715608
124;0.014915313821678098;1e-08;0.0009322071154377211;0.01579293478280306;0.000987058418104425
125;0.014925026145289864;1e-08;0.0009328141310681148;0.015792703814804555;0.000987043980664263
126;0.014912772806067216;1e-08;0.0009320483007366165;0.01579346290479104;0.0009870914160273968
127;0.014839552431939202;1e-08;0.0009274720320510759;0.01579369744285941;0.0009871060853280749
128;0.015060620092819527;1e-08;0.0009412887637154199;0.015793493886788686;0.0009870933446412286
129;0.014921201185503026;1e-08;0.0009325750822123761;0.015793811219433945;0.0009871131973341108
130;0.01491979599088888;1e-08;0.0009324872518814038;0.015794209002827606;0.0009871380675273637
131;0.014918946988651888;1e-08;0.0009324341886288797;0.015794354351237418;0.000987147160534126
132;0.014901252597439707;1e-08;0.0009313282907609583;0.015794573196520407;0.0009871608073202273
133;0.015028011217598983;1e-08;0.0009392507104437978;0.015794716387366254;0.0009871697780909016
134;0.014851839676205266;1e-08;0.000928239984256052;0.01579430205747485;0.0009871438436675818
135;0.014974049956684833;1e-08;0.0009358781229055143;0.015794606413692236;0.000987162905706403
136;0.01494373654244108;1e-08;0.0009339835374256629;0.015794287202879786;0.0009871429792838171
137;0.014840080120943878;1e-08;0.0009275050168007351;0.01579469769882659;0.0009871686081169174
138;0.015024656614517434;1e-08;0.0009390410437685715;0.015794456858808797;0.0009871535517352943
139;0.015180336675002125;1e-08;0.0009487710477531022;0.01579419202171266;0.0009871369887453814
140;0.014934433843090868;1e-08;0.00093340212065653;0.0157941367632399;0.0009871335690453027
141;0.015146767130742471;1e-08;0.0009466729496540339;0.015794129700710376;0.0009871330888321002
142;0.015105490361160614;1e-08;0.0009440931436409684;0.01579401494624714;0.0009871259467521061
143;0.014835682644900915;1e-08;0.0009272301644638279;0.01579454542758564;0.0009871591105669116
144;0.01484203898723711;1e-08;0.0009276274377745658;0.015794376159707704;0.0009871485167726253
145;0.014920942692020744;1e-08;0.0009325589202936706;0.015794564985359708;0.00098716032904728
146;0.014878876842231605;1e-08;0.0009299298170382124;0.015794469323009253;0.0009871543899256116
147;0.01493547698891346;1e-08;0.0009334673157386612;0.015794554554546873;0.0009871596907032655
148;0.014893426813936808;1e-08;0.0009308391840405468;0.01579460975093146;0.0009871631201046208
149;0.014884222931588037;1e-08;0.0009302639376408861;0.01579462210647762;0.0009871638806847234
150;0.014907648449502231;1e-08;0.0009317280317701628;0.01579449074342847;0.0009871556995979822
151;0.014961147572224338;1e-08;0.0009350717284720751;0.015794428158551456;0.0009871517531185722
152;0.01483729800062352;1e-08;0.0009273311157461681;0.015795070227856436;0.0009871918523761754
153;0.014904103131164192;1e-08;0.0009315064492719167;0.015794759585211673;0.0009871724701952188
154;0.014786136790848614;1e-08;0.0009241335510619377;0.01579466792754829;0.0009871667619639386
155;0.014941129113727233;1e-08;0.0009338205755818962;0.015794342632095018;0.0009871464154760665
156;0.014783667176226645;1e-08;0.0009239792031860959;0.015794244330997267;0.0009871402784483508
157;0.01486868662187797;1e-08;0.0009292929232112344;0.01579408088388542;0.0009871300387506684
158;0.014893920824193118;1e-08;0.0009308700473762624;0.015793632188191017;0.000987102009821683
159;0.0150111386634148;1e-08;0.0009381961648295258;0.015793847665190697;0.000987115465492631
160;0.01477579509087822;1e-08;0.000923487192924592;0.01579355855161945;0.0009870974094762157
161;0.014933772976591922;1e-08;0.000933360813487844;0.01579320674451689;0.0009870754457854977
162;0.01481731655157841;1e-08;0.0009260822818185644;0.015793089133997757;0.0009870680834865198
163;0.015011342235824518;1e-08;0.0009382088973468758;0.015793091012164952;0.0009870681882603095
164;0.014893783445126917;1e-08;0.000930861462665346;0.015792826749384405;0.0009870516951195896
165;0.01475912399402117;1e-08;0.0009224452436013196;0.015792818848664562;0.0009870511586389816
166;0.014988371468835363;1e-08;0.0009367732214486112;0.015792804770171642;0.0009870502603007481
167;0.01495685240319162;1e-08;0.0009348032739229925;0.01579291243106127;0.00098705703082184
168;0.014877307330045783;1e-08;0.0009298317100170575;0.015792826826994618;0.000987051684448185
169;0.014951290008857062;1e-08;0.0009344556330082317;0.015792893214772143;0.0009870558220427482
170;0.015029491156159917;1e-08;0.0009393432022127519;0.0157931552734226;0.0009870722133200616
171;0.014907581642629546;1e-08;0.0009317238598637152;0.015793282709394892;0.000987080202321522
172;0.014774490852856583;1e-08;0.0009234056819287504;0.015793135529384016;0.000987070961855352
173;0.014967250051548737;1e-08;0.0009354531357019911;0.015793748293071987;0.0009871092586157223
174;0.014956929491375361;1e-08;0.0009348080979594797;0.015793289942666888;0.0009870806165660421
175;0.01488022850091128;1e-08;0.0009300142892211545;0.01579259932041168;0.0009870374856594329
176;0.01491648263150924;1e-08;0.0009322801755747366;0.01579266260378063;0.0009870414234076938
177;0.014993476580109513;1e-08;0.0009370922851335388;0.015792772453278304;0.0009870482618377233
178;0.014954439862712957;1e-08;0.0009346524906026102;0.015792786547293266;0.0009870491766681274
179;0.014983915683625495;1e-08;0.0009364947266652037;0.015792531426995993;0.0009870332258287817
180;0.014920916226529107;1e-08;0.0009325572701830727;0.01579275168478489;0.000987047009402886
181;0.014719238759655702;1e-08;0.0009199524288609003;0.0157927001050363;0.000987043771116684
182;0.014765389078182348;1e-08;0.0009228368238198751;0.015792934441318116;0.0009870584297459572
183;0.01491107435308789;1e-08;0.0009319421602413058;0.015792668548723063;0.0009870417804146807
184;0.014967197367692725;1e-08;0.0009354498397953105;0.01579275229014456;0.0009870470346262058
185;0.01487244854011295;1e-08;0.0009295280398331223;0.015792827509964507;0.0009870516912390789
186;0.01491631740344721;1e-08;0.0009322698395025279;0.01579293586934606;0.0009870585015354057
187;0.01502091442724984;1e-08;0.0009388071490480286;0.01579262736874322;0.0009870392212178558
188;0.015163874985617503;1e-08;0.0009477421887455868;0.015792525280267;0.0009870327970323463
189;0.014816999258963685;1e-08;0.0009260624548085361;0.015791924297809602;0.0009869952492105464
190;0.014954172794118916;1e-08;0.0009346358038703585;0.015791476952532926;0.0009869672765489667
191;0.014894285256435212;1e-08;0.0009308928317949993;0.015791214195390542;0.000986950911465101
192;0.015033290049943485;1e-08;0.0009395806260280344;0.01579108371709784;0.0009869427138861889
193;0.01509141808849547;1e-08;0.0009432136377813948;0.01579113327898085;0.0009869458047129835
194;0.014947051451165686;1e-08;0.0009341907224887492;0.015791093356286486;0.0009869433240965008
195;0.014841058033747238;1e-08;0.0009275661366062418;0.015791762185593448;0.0009869851404801012
196;0.014996474054070157;1e-08;0.0009372796275113758;0.015791568517064054;0.000986973037167142
197;0.014915143302233334;1e-08;0.0009321964632315365;0.015791501756757496;0.0009869688791998973
198;0.015031562206384384;1e-08;0.0009394726327420294;0.01579171057480077;0.0009869818973432605
199;0.014870809886212411;1e-08;0.0009294256242196353;0.015792181016877294;0.0009870113203457247
