epoch;loss;mean_squared_error;val_loss;val_mean_squared_error
0;3.0215791231707523;0.1888486945968971;0.132352377474308;0.008272023685276509
1;0.40827887241254773;0.02551742968263856;0.2338858351111412;0.014617864570269982
2;0.1517342991604094;0.009483393772684952;0.25546228016416234;0.0159663926033924
3;0.08833758246741796;0.005521098925454313;0.13076984640210867;0.008173115617440392
4;0.05730724456932461;0.003581702812542126;0.06609415759642918;0.004130884939028571
5;0.04476646188842623;0.002797903877013085;0.057980408519506456;0.0036237756547052415
6;6;0.03416662162267848;0.002135413862446225;0.05032648034393787;0.0031454050389584155
7;0.02850902763015607;0.0017818142482275633;0.04541622341300051;0.0028385139943566174
8;0.025332247789360975;0.001583265510935075;0.03657944022367398;0.002286215116813158
9;0.02242978375503107;0.001401861498475467;0.04094431192303697;0.0025590194913093
10;0.019903094207116386;0.0012439433923358784;0.03925394453108311;0.002453371370211244
11;0.01849560431743923;0.0011559752735162251;0.032876058978339034;0.0020547536289086564
12;0.016854241743618457;0.0010533901235280688;0.02589435352322956;0.0016183970185617606
13;0.01587462218380288;0.000992163895780482;0.021951212206234534;0.0013719507609494031
14;0.015060809334707364;0.0009413005922014188;0.020793665790309508;0.0012996041293566426
15;0.014221207526300038;0.0008888254758060436;0.020210896649708352;0.0012631810260548568
16;0.01362261909403299;0.000851413694857783;0.0206781341539075;0.0012923833778283249
17;0.013016753319422142;0.0008135470885399467;0.02101719449274242;0.001313574692661253
18;0.012213853785866185;0.0007633658645270196;0.017163186861823002;0.001072699199236619
19;0.011734735894654142;0.0007334209929052904;0.015884874978413184;0.0009928046842105688
20;0.011479313968141612;0.0007174571195368148;0.0168185007913659;0.001051156249983857
21;0.010849564547013295;0.0006780977859243489;0.015452354587614537;0.0009657721830687176
22;0.010460737783036996;0.0006537961091421414;0.01991369038199385;0.0012446056440239771
23;0.010039370034804993;0.0006274606303154622;0.016286975517868996;0.0010179359621057908
24;0.009671730370048369;0.0006044831547146794;0.018716948696722586;0.001169809332350269
25;0.009388805089289682;0.0005868003181827238;0.015102833090350033;0.000943927068146877
26;0.00874899596572249;0.0005468122471428248;0.019094474567100405;0.0011934046992488827
27;0.00835834096202202;0.0005223963124240471;0.011418701708316803;0.0007136688383373742
28;0.007996220247852698;0.0004997637696266011;0.011328233762954672;0.0007080146053340286
29;0.007683617443973689;0.00048022609017176653;0.018297186664616067;0.0011435741587774828
30;0.007337684024190693;0.0004586052530436989;0.00974829769693315;0.0006092685973271728
31;0.006944403141786001;0.00043402519878694425;0.009265416363875071;0.0005790885372941072
32;0.006733368511164659;0.00042083553210096923;0.010213602318738897;0.0006383501575328409
33;0.006436311549572437;0.0004022694732779392;0.008950283611193299;0.000559392732490475
34;0.0062012919955968596;0.00038758075158847006;0.00851010122957329;0.0005318813249080753
35;0.00595290976772575;0.00037205686137639806;0.00794680326556166;0.000496675224470285
36;0.005834423034582614;0.00036465144116766427;0.008293069309244554;0.0005183168434693167
37;0.005549553615090094;0.00034684709979429545;0.007681627866501609;0.0004801017368057122
38;0.005444926781816768;0.0003403079274504674;0.008665269240736961;0.0005415793265759324
39;0.0054161172352012316;0.0003385073285531498;0.012880040425807237;0.0008050025654180597
40;0.005262378811950616;0.0003288986759511509;0.0079507473235329;0.0004969216941390186
41;0.0051552168318282875;0.00032220104971712683;0.00703610049871107;0.00043975629669148477
42;0.00497332911677005;0.00031083307102355254;0.00708189740156134;0.0004426186094254566
43;0.004850273638996377;0.00030314210259045166;0.009608064227116605;0.0006005040122545324
44;0.004872673831210194;0.00030454211513993837;0.007251763817233344;0.00045323525264393536
45;0.004773589222806326;0.0002983493269359889;0.0065164179696391026;0.00040727612940827385
46;0.004886723873450568;0.00030542024423515325;0.008104323991574347;0.0005065202383169284
47;0.00464288445777799;0.00029018028090879516;0.00867209656474491;0.0005420060328712377
48;0.004691895815184373;0.00029324349038927866;0.006101568097559114;0.00038134799397084864
49;0.0045414873760340636;0.00028384296381039334;0.013188685833786925;0.0008242928646116828
50;0.00447309772492174;0.00027956860678642173;0.0077073179495831335;0.0004817073694236266
51;0.004302271857874043;0.0002688919894832284;0.0073194440454244615;0.00045746525671953956
52;0.004325598955824317;0.00027034993427948567;0.008008672778184215;0.0005005420612481733
