epoch;loss;mean_squared_error;val_loss;val_mean_squared_error
0;2.3441086922821244;0.1465067918820862;0.4431313514709473;0.027695709218581516
1;0.305780286773255;0.01911126793476573;0.17533503075440723;0.010958439810201526
2;0.14979933393106126;0.009362458465457486;0.1661536956826846;0.010384606228520473
3;0.10007693627685832;0.006254808590829111;0.15515678313871226;0.00969729966794451
4;0.0697011148459033;0.0043563196917570995;0.08593357304732005;0.00537084824948882
5;0.053466234905155084;0.003341639697911185;0.06299975477159023;0.003937484669343879
6;0.042245094138279295;0.0026403183995729737;0.08534191250801086;0.005333869791744898
7;0.03744850945250507;0.002340531859367171;0.05705566803614299;0.003565979128082593
8;0.03528082216844747;0.0022050513859364416;0.062064100553592044;0.003879006509669125
9;0.0314893110998367;0.0019680819572194625;0.04007739629596472;0.0025048373732715844
10;0.03021754636837725;0.0018885966598693477;0.03790609544763963;0.0023691309965215624
11;0.028901689885216846;0.0018063556055718086;0.03380130473524332;0.002112581650726497
12;0.027145881931248464;0.0016966176164140434;0.0777170905843377;0.0048573181110744676
13;0.026132591849748504;0.0016332870047016624;0.024171909006933372;0.0015107443497981877
14;0.02574751323840597;0.0016092195931266535;0.027089191041886805;0.0016930744808632881
15;0.02541774042898364;0.0015886087801813948;0.02460153875872493;0.0015375961239139238
16;0.023645164134601753;0.0014778227549405735;0.026525637848923603;0.0016578523733187466
17;0.023702049918734192;0.0014813781313581817;0.037025002669543026;0.002314062624160821
18;0.023283116174698398;0.001455194772968657;0.024775715762128434;0.0015484822331927716
19;0.022809585825981277;0.0014255991168810348;0.021159822742144268;0.0013224889310852934
20;0.022567905832016677;0.0014104941300230852;0.020961088718225558;0.0013100680177255224
21;0.021899345794921383;0.001368709113305892;0.028965833007047574;0.0018103645396574089
22;0.020882753062209016;0.001305172067205013;0.02101441752165556;0.0013134010737606634
23;0.02082806607348877;0.001301754126529487;0.020892699621617793;0.0013057937282913675
24;0.020437086362130288;0.0012773179114191678;0.01971325386936466;0.0012320783629547805
25;0.022932912732817626;0.0014333070368146557;0.022063216225554547;0.0013789510005153716
26;0.021573665025725698;0.0013483540683968418;0.020382112202545006;0.001273882028181106
27;0.020310196602357583;0.0012693872844816692;0.027753609015295902;0.001734600575097526
28;0.020511265893123652;0.0012819541202604835;0.041192742592344685;0.0025745463829177123
29;0.019879233577337705;0.001242452115228955;0.020433162587384382;0.001277072655890758
30;0.02045458227951537;0.0012784113898146245;0.019706124688188234;0.0012316328085338077
31;0.020245098677186067;0.0012653186664050608;0.025006097772469125;0.0015628811379428953
32;0.019091101820793068;0.0011931938761559299;0.023069022657970586;0.0014418139316452047
33;0.019606717205361317;0.0012254198290113556;0.022514400817453862;0.0014071500316883126
34;0.01943365539865274;0.0012146034612924906;0.02761444663628936;0.0017259029070070635
35;0.0194869203705406;0.0012179325166742497;0.02362002683803439;0.0014762516812576601
36;0.019745162001958017;0.0012340726254287324;0.02241877056658268;0.0014011732069775461
37;0.019778791877947618;0.0012361744960990588;0.0218285427428782;0.0013642839253103982
38;0.018994728220920815;0.0011871705128884825;0.02188913713519772;0.0013680711233367523
39;0.020084268326887436;0.0012552667679796158;0.04372370423128207;0.0027327315454992156
40;0.020194232181172098;0.0012621395195948713;0.022457788636287054;0.001403611801409473
41;0.019000603467748876;0.0011875377226571895;0.02131735117485126;0.0013323344367866714
42;0.01883961498704657;0.0011774759389370222;0.024269003327935933;0.0015168126963544637
43;0.01886183879615968;0.0011788649209815878;0.018345127378900847;0.0011465704553605368
44;0.019162594452663734;0.0011976621614099203;0.02287607000519832;0.0014297543714443842
45;0.018793008248566796;0.0011745630182926298;0.04167080946887533;0.0026044256519526243
46;0.01849755083717275;0.001156096923851261;0.03427252884333332;0.002142033006142204
47;0.018264055405661724;0.0011415034609136025;0.017618336901068687;0.001101146050496027
48;0.018096575358261664;0.0011310359605040663;0.029777381289750337;0.001861086382996291
49;0.018475198052954254;0.0011546998878066803;0.018781874825557075;0.0011738672251037012
50;0.018762235201307032;0.0011726397048302092;0.018418826690564553;0.0011511766875628381
51;0.01809883935360663;0.001131177471037709;0.018680077542861304;0.0011675048561301082
52;0.01826886433715883;0.0011418040280164988;0.025792713618526857;0.0016120445895163964
53;0.018002223340271597;0.0011251389541205737;0.026710104693969092;0.0016693815977002183
54;0.017839563731104135;0.0011149727511669003;0.02058540638536215;0.0012865878990851343
55;0.018451372913101262;0.0011532108131959511;0.021317875385284422;0.0013323672426243623
56;0.018326224806604154;0.0011453890694068385;0.02621088974798719;0.0016381805956674118
57;0.01772811923894966;0.0011080074538640154;0.027144400123506784;0.0016965250562255582
58;0.017767452017257088;0.001110465755571791;0.02405514152099689;0.0015034463256597518
59;0.019859622870653605;0.0012412264401893737;0.588999284307162;0.03681245418265462
60;0.021169890131670654;0.001323118140071369;0.025159534718841314;0.0015724709490314126
61;0.01840318599389049;0.0011501991280901916;0.01976381242275238;0.0012352382919440666
62;0.018044863744197708;0.0011278039816636266;0.02039417183647553;0.0012746356738110383
63;0.017496637736953664;0.0010935398580490105;0.017023063916713;0.0010639415141971162
64;0.017680204783876736;0.001105012800575136;0.018139777736117444;0.001133736118208617
65;0.01772315714900431;0.0011076973225276003;0.018633142796655497;0.0011645714674765864
66;0.017573709344785464;0.001098356830781293;0.017881026957184076;0.0011175641828837493
67;0.017873596313425846;0.0011170997702018275;0.01836754459266861;0.0011479715079379578
68;0.017296602230584414;0.0010810376480916155;0.01969455856209;0.0012309099392344555
69;0.017547224100940582;0.001096701509270229;0.020156724782039722;0.001259795327981313
70;0.017105194805353358;0.001069074674211279;0.018257532082498074;0.0011410957706781725
71;0.017333730350232175;0.0010833581518933275;0.01748410224293669;0.0010927563610797126
72;0.017359986806517107;0.0010849991816876195;0.018038009107112885;0.0011273755420309801
73;0.017679524074488303;0.0011049702598635728;0.016941694853206474;0.0010588559263851494
74;0.016810535322548004;0.0010506584604164553;0.01886382857337594;0.001178989311059316
75;0.016566561925502724;0.001035410123815956;0.019980983715504406;0.0012488114647567273
76;0.01675673579029216;0.0010472959903142366;0.022841997134188812;0.0014276248247673115
77;0.01735459762592718;0.001084662357441215;0.01812973627820611;0.0011331085270891586
78;0.016954338393713297;0.0010596461524664048;0.020271143053347866;0.0012669464631471783
79;0.01692282598825139;0.0010576766332521578;0.01719837492952744;0.0010748984680200616
80;0.016984019996271582;0.0010615012523199415;0.01703980192542076;0.0010649876203387976
81;0.01667479152970931;0.0010421744700962383;0.01690116071452697;0.0010563225660007447
82;0.0167419444557214;0.0010463715366010244;0.016290808251748484;0.0010181755118537695
83;0.016822096749551988;0.0010513810513912815;0.01734143498664101;0.0010838396711430201
84;0.01720942094546269;0.0010755888060789162;0.024097678996622563;0.0015061049334083995
85;0.01683199762105288;0.0010519998478948286;0.016605915579323966;0.0010378697275882586
86;0.01651549559462358;0.0010322184700686321;0.01642466544484099;0.001026541592242817
87;0.016464027192999137;0.001029001707987239;0.02019023708999157;0.001261889845288048
88;0.01656086758236613;0.0010350542295654713;0.01998164476826787;0.0012488527572713792
89;0.016718193714653974;0.001044887111608037;0.01889287189890941;0.0011808044801000506
90;0.016771823006861825;0.0010482389423710277;0.01969909251978;0.0012311932786057392
91;0.01657709617723237;0.0010360685176636795;0.01796172990774115;0.0011226081444571415
92;0.016473412845414457;0.0010295883087612884;0.018262626572201648;0.0011414142121793703
93;0.016289608465638337;0.0010181005271110814;0.01621113452129066;0.0010131959279533476
94;0.016222107891614237;0.0010138817526208106;0.01864206837490201;0.0011651293258182704
95;0.016671189744221538;0.001041949364834612;0.019906234182417392;0.0012441396616244067
96;0.016626776508137323;0.0010391735280823092;0.016326349570105474;0.001020396857832869
97;0.01621031283008817;0.0010131445566290303;0.020772957677642503;0.0012983098820162316
98;0.016652197363018467;0.0010407623388138682;0.017060802038758992;0.0010663001351834585
99;0.01612708369809154;0.0010079427259226672;0.017111932641516128;0.0010694957939752687
