epoch;loss;mean_squared_error;val_loss;val_mean_squared_error
0;0.47469337649251286;0.029668336174156713;0.017336471813420455;0.0010835294825180123
1;0.02833599565518007;0.0017709997266106177;0.02183766827608148;0.0013648542711356033
2;0.01906452592985149;0.001191532879295808;0.026203163992613555;0.0016376977757317946
3;0.01605504086208448;0.0010034400587819777;0.02396155403306087;0.0014975971406480917
4;0.014028174965233918;0.0008767609368589004;0.02150757471099496;0.001344223422347568
5;0.01292442616581786;0.0008077766439926467;0.02888056750719746;0.0018050354721102244
6;0.011693826958275678;0.0007308641848411705;0.025171509943902493;0.0015732193918665872
7;0.011036638828125177;0.0006897899261961708;0.03847176128377517;0.0024044850608333944
8;0.010327848861516829;0.0006454905578274312;0.015047605490932862;0.0009404753509443253
9;0.00969743411742935;0.000606089633003106;0.021266251585135856;0.0013291407386229062
10;0.009015088713025315;0.000563443045993744;0.024026723268131416;0.0015016702527645975
11;0.008471811385498497;0.0005294882121042496;0.0204294433662047;0.0012768401628515372
12;0.007936579113205274;0.0004960361961071102;0.019494604117547474;0.0012184127680181214
13;0.007627902231424262;0.0004767438887491855;0.014651244319975377;0.0009157028165645897
14;0.007277500193990898;0.0004548437690685029;0.08742845193482936;0.005464278080035001
15;0.0068438809042339;0.00042774255842934443;0.009187911202510198;0.0005742444501568874
16;0.006626917697946754;0.0004141823506072621;0.019831205299124122;0.0012394504573118561
17;0.00639013767512025;0.0003993836045418376;0.04035602052075168;0.0025222511215057847
18;0.006238737224045683;0.00038992108112372655;0.12423502610375484;0.007764689896915419
19;0.005886885194973857;0.0003679303293577967;0.015227282730241617;0.0009517051619089519
20;0.005961185745208672;0.00037257410853941875;0.02164755671595534;0.0013529723403432096
21;0.005702775163298244;0.0003564234469657796;0.013925188624610504;0.0008703243724691371
22;0.005476111673194457;0.00034225697985548005;0.027308611758053304;0.001706788241669225
23;0.005242441874814399;0.0003276526185289728;0.012312307426085075;0.0007695192199510833
24;0.005182137149141023;0.0003238835733275648;0.008715468334654967;0.0005447167718860631
25;0.0052420329041125485;0.00032762705796222577;0.018904435572524865;0.0011815272339542086
26;0.005127910332215067;0.0003204943973207519;0.011840170156210661;0.0007400106531955923
27;0.004830821320055086;0.0003019263327332099;0.008015511992077033;0.0005009695033853253
28;0.004802455128121533;0.0003001534463500751;0.023085189090731244;0.0014428244049971303
29;0.004788552365151414;0.0002992845243792736;0.006361182026254634;0.00039757387470065926
30;0.004785291824832951;0.0002990807402519542;0.015452778898179531;0.0009657986597934117
31;0.004761040527291857;0.0002975650326238553;0.08001507502049207;0.005000942234376756
32;0.005068112781941237;0.0003167570493308615;0.05293740080669522;0.003308587621237772
33;0.004950608567563458;0.0003094130369534373;0.009735529605920116;0.0006084705993998796
34;0.004401767987496497;0.00027511049755910217;0.009728481605028113;0.0006080300969188102
35;0.0044887276055912174;0.00028054547491544664;0.03644022572164734;0.0022775141541690877
36;0.004580617588617953;0.00028628860237771286;0.06309299760808547;0.003943312420354535
37;0.0042542916330459875;0.0002658932278440293;0.37698327414691446;0.023561458891102425
38;0.004301165389468926;0.0002688228374545201;0.012245000006320577;0.0007653125421105263
39;0.00422667964410625;0.00026416747977348504;0.040649927228999634;0.0025406205735635013
40;0.00449003004509825;0.0002806268797078366;0.23759738128477087;0.01484983782817532
41;0.004055574937854289;0.00025347343422860527;0.007778410380706191;0.00048615067110707364
42;0.004469645074405299;0.00027935281993306585;0.0056385977659374475;0.00035241236231134583
